variant_id,protocol_label,preamble_length_bits,pilot_length_bits,payload_chunk_bits,waveform,modulation,stress_profile,actual_frequency_drift_ppm,actual_timing_offset_samples,snr_db,trials,payload_bit_count,mean_sync_bits,mean_frame_bit_count,mean_pilot_count,mean_overhead_ratio,mean_bit_error_rate,ber_ci95_half_width,ber_ci95_upper,mean_accuracy,accuracy_ci95_lower,success_rate,mean_sync_ber,mean_pilot_ber,mean_pilot_match_rate,mean_abs_frequency_correction_error_ppm,mean_selected_frequency_correction_ppm,mean_selected_offset_samples,sample_payload,sample_decoded_text
2,chirp_psk_p16_pi4_c32,16,4,32,chirp,psk,baseline_awgn,0.0,0,-4.0,8,256,44.0,300.0,7.0,0.14666666666666667,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,9Q9WX2H1E4076BK_RISC DMZ586EK26Y,9Q9WX2H1E4076BK_RISC DMZ586EK26Y
2,chirp_psk_p16_pi4_c32,16,4,32,chirp,psk,baseline_awgn,0.0,0,0.0,8,256,44.0,300.0,7.0,0.14666666666666667,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0_VIPY09588588OYF-07 OFPXANBX94I,0_VIPY09588588OYF-07 OFPXANBX94I
2,chirp_psk_p16_pi4_c32,16,4,32,chirp,psk,baseline_awgn,0.0,0,4.0,8,256,44.0,300.0,7.0,0.14666666666666667,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,062QCDP9AJGSYK ZEOY3FW3383GFLGZ1,062QCDP9AJGSYK ZEOY3FW3383GFLGZ1
2,chirp_psk_p16_pi4_c32,16,4,32,chirp,psk,baseline_awgn,0.0,0,8.0,8,256,44.0,300.0,7.0,0.14666666666666667,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,JB8F YBI3WLPOTM8PYQDRFJB-GH3_HGJ,JB8F YBI3WLPOTM8PYQDRFJB-GH3_HGJ
2,chirp_psk_p16_pi4_c32,16,4,32,chirp,psk,attenuation,0.0,0,-8.0,8,256,44.0,300.0,7.0,0.14666666666666667,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,CHDTEQVYRKI-3HIUJ-02H77P 45RU4OF,CHDTEQVYRKI-3HIUJ-02H77P 45RU4OF
2,chirp_psk_p16_pi4_c32,16,4,32,chirp,psk,attenuation,0.0,0,-4.0,8,256,44.0,300.0,7.0,0.14666666666666667,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,H13 WSHA5J3J7S9KT5SESA3CNS-HD5TA,H13 WSHA5J3J7S9KT5SESA3CNS-HD5TA
2,chirp_psk_p16_pi4_c32,16,4,32,chirp,psk,attenuation,0.0,0,0.0,8,256,44.0,300.0,7.0,0.14666666666666667,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,--W-ZECBKOGG54UOPGLY0EDQHCE2X_BL,--W-ZECBKOGG54UOPGLY0EDQHCE2X_BL
2,chirp_psk_p16_pi4_c32,16,4,32,chirp,psk,attenuation,0.0,0,4.0,8,256,44.0,300.0,7.0,0.14666666666666667,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,CRR-YTFDRY5BYY2CONYL18DTC8WB_VQ-,CRR-YTFDRY5BYY2CONYL18DTC8WB_VQ-
2,chirp_psk_p16_pi4_c32,16,4,32,chirp,psk,attenuation,0.0,0,8.0,8,256,44.0,300.0,7.0,0.14666666666666667,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,BKEI67Y1WIZ9PSHVV-_GCEW2021S4IL-,BKEI67Y1WIZ9PSHVV-_GCEW2021S4IL-
2,chirp_psk_p16_pi4_c32,16,4,32,chirp,psk,moderate_positive_drift,450.0,0,-8.0,8,256,44.0,300.0,7.0,0.14666666666666667,0.00048828125,0.0009570312499999999,0.0014453125,0.99951171875,0.9985546875,1.0,0.0,0.0,1.0,50.0,400.0,0.0,9ED7NX8MK8ZOSKXV0N9PACB7G6Z5CKST,9ED7NX8MK8ZOSKXV0N9PACB7G6Z5CKST
2,chirp_psk_p16_pi4_c32,16,4,32,chirp,psk,moderate_positive_drift,450.0,0,-4.0,8,256,44.0,300.0,7.0,0.14666666666666667,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,50.0,400.0,0.0,AONFJJK4AUEDI6214UT6HP9ZYY4WT7U7,AONFJJK4AUEDI6214UT6HP9ZYY4WT7U7
2,chirp_psk_p16_pi4_c32,16,4,32,chirp,psk,moderate_positive_drift,450.0,0,0.0,8,256,44.0,300.0,7.0,0.14666666666666667,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,50.0,400.0,0.0,4PQX_V4ZTCO6G01R Z-BK6KT_7M IIVD,4PQX_V4ZTCO6G01R Z-BK6KT_7M IIVD
2,chirp_psk_p16_pi4_c32,16,4,32,chirp,psk,moderate_positive_drift,450.0,0,4.0,8,256,44.0,300.0,7.0,0.14666666666666667,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,50.0,400.0,0.0,C_ZLSRA0NB0IRR3_UGOOBUOES_3-0_V8,C_ZLSRA0NB0IRR3_UGOOBUOES_3-0_V8
2,chirp_psk_p16_pi4_c32,16,4,32,chirp,psk,moderate_positive_drift,450.0,0,8.0,8,256,44.0,300.0,7.0,0.14666666666666667,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,50.0,400.0,0.0,SJIJ_SYQOBN-TJ-AQX67Z4KWJ-6U7XY5,SJIJ_SYQOBN-TJ-AQX67Z4KWJ-6U7XY5
2,chirp_psk_p16_pi4_c32,16,4,32,chirp,psk,moderate_negative_drift,-450.0,0,-8.0,8,256,44.0,300.0,7.0,0.14666666666666667,0.00146484375,0.0014009503000335388,0.0028657940500335386,0.99853515625,0.9971342059499665,1.0,0.0,0.0,1.0,50.0,-400.0,0.0,GDVR8X2SH4IEU0JJ-T M9F2PU 8Q97SB,GDVR8X2SH4IEU0JJ-T M9F2PU Q97SB
2,chirp_psk_p16_pi4_c32,16,4,32,chirp,psk,moderate_negative_drift,-450.0,0,-4.0,8,256,44.0,300.0,7.0,0.14666666666666667,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,50.0,-400.0,0.0,_7KKGAWOF0EH43082I_AT44QIU8XG45 ,_7KKGAWOF0EH43082I_AT44QIU8XG45 
2,chirp_psk_p16_pi4_c32,16,4,32,chirp,psk,moderate_negative_drift,-450.0,0,0.0,8,256,44.0,300.0,7.0,0.14666666666666667,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,50.0,-400.0,0.0,P-5O-1RG59_ Y_7YC_G-G GHPX-_0ZCW,P-5O-1RG59_ Y_7YC_G-G GHPX-_0ZCW
2,chirp_psk_p16_pi4_c32,16,4,32,chirp,psk,moderate_negative_drift,-450.0,0,4.0,8,256,44.0,300.0,7.0,0.14666666666666667,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,50.0,-400.0,0.0,0Y4IVLGTWL1Q5FLQZMOWFV2G7QB_D9DX,0Y4IVLGTWL1Q5FLQZMOWFV2G7QB_D9DX
2,chirp_psk_p16_pi4_c32,16,4,32,chirp,psk,moderate_negative_drift,-450.0,0,8.0,8,256,44.0,300.0,7.0,0.14666666666666667,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,50.0,-400.0,0.0,1X2J2_C6MNUC AJVQLW3MDZYJS6EOLMV,1X2J2_C6MNUC AJVQLW3MDZYJS6EOLMV
2,chirp_psk_p16_pi4_c32,16,4,32,chirp,psk,severe_positive_drift,750.0,0,-8.0,8,256,44.0,300.0,7.0,0.14666666666666667,0.00146484375,0.002013992949972532,0.003478836699972532,0.99853515625,0.9965211633000275,1.0,0.0,0.0,1.0,50.0,800.0,0.0,B-0KXQM6R7B5UKDPTQ21VCR3FV9CIA B,B-0KXQM6R7B5UKDPTQ21VCR3FV9CIA c
2,chirp_psk_p16_pi4_c32,16,4,32,chirp,psk,severe_positive_drift,750.0,0,-4.0,8,256,44.0,300.0,7.0,0.14666666666666667,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,50.0,800.0,0.0,VXIX 4EB2X0PNUOU4R9V VMIU O-PP5 ,VXIX 4EB2X0PNUOU4R9V VMIU O-PP5 
2,chirp_psk_p16_pi4_c32,16,4,32,chirp,psk,severe_positive_drift,750.0,0,0.0,8,256,44.0,300.0,7.0,0.14666666666666667,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,50.0,800.0,0.0,X3DO QN6BTANLVN5YU3Z_K549_SPEGAB,X3DO QN6BTANLVN5YU3Z_K549_SPEGAB
